Time,MetricValue
2024-08-01 15:32:17+00:00,0.0
2024-08-01 15:32:37+00:00,0.0
2024-08-01 15:32:57+00:00,0.0
2024-08-01 15:33:17+00:00,9.0
2024-08-01 15:33:37+00:00,47.0
2024-08-01 15:33:57+00:00,43.0
2024-08-01 15:34:17+00:00,93.0
2024-08-01 15:34:37+00:00,30.0
2024-08-01 15:34:57+00:00,1.0
2024-08-01 15:35:17+00:00,0.0
