Time,MetricValue
2024-07-26 13:05:13+00:00,0.0
2024-07-26 13:05:33+00:00,0.0
2024-07-26 13:05:53+00:00,5.0
2024-07-26 13:06:13+00:00,36.0
2024-07-26 13:06:33+00:00,45.0
2024-07-26 13:06:53+00:00,43.0
2024-07-26 13:07:13+00:00,94.0
2024-07-26 13:07:33+00:00,20.0
2024-07-26 13:07:53+00:00,0.0
2024-07-26 13:08:13+00:00,0.0
