Time,MetricValue
2024-07-26 12:56:53+00:00,0.0
2024-07-26 12:57:13+00:00,3.0
2024-07-26 12:57:33+00:00,29.0
2024-07-26 12:57:53+00:00,49.0
2024-07-26 12:58:13+00:00,48.0
2024-07-26 12:58:33+00:00,94.0
2024-07-26 12:58:53+00:00,7.0
2024-07-26 12:59:13+00:00,0.0
